year,province,district,old_district,new_district,cabinet_origin,cabinet_represents,gen_altered
2019,afyonkarahisar,emirdag,0,0,0,0,0
2020,afyonkarahisar,emirdag,0,0,0,0,0
2002,afyonkarahisar,evciler,0,0,0,0,0
2003,afyonkarahisar,evciler,0,0,0,0,0
2004,afyonkarahisar,evciler,0,0,0,0,0
2005,afyonkarahisar,evciler,0,0,0,0,0
2006,afyonkarahisar,evciler,0,0,0,0,0
2007,afyonkarahisar,evciler,0,0,1,1,0
2008,afyonkarahisar,evciler,0,0,1,1,0
2009,afyonkarahisar,evciler,0,0,1,1,0
2010,afyonkarahisar,evciler,0,0,1,1,0
2011,afyonkarahisar,evciler,0,0,1,1,0
2012,afyonkarahisar,evciler,0,0,1,1,0
2013,afyonkarahisar,evciler,0,0,1,1,0
2014,afyonkarahisar,evciler,0,0,1,1,0
2015,afyonkarahisar,evciler,0,0,1,1,0
2016,afyonkarahisar,evciler,0,0,1,1,0
2017,afyonkarahisar,evciler,0,0,1,1,0
2018,afyonkarahisar,evciler,0,0,1,1,0
2019,afyonkarahisar,evciler,0,0,0,0,0
2020,afyonkarahisar,evciler,0,0,0,0,0
2002,afyonkarahisar,hocalar,0,0,0,0,0
2003,afyonkarahisar,hocalar,0,0,0,0,0
2004,afyonkarahisar,hocalar,0,0,0,0,0
2005,afyonkarahisar,hocalar,0,0,0,0,0
2006,afyonkarahisar,hocalar,0,0,0,0,0
2007,afyonkarahisar,hocalar,0,0,1,1,0
2008,afyonkarahisar,hocalar,0,0,1,1,0
2009,afyonkarahisar,hocalar,0,0,1,1,0
2010,afyonkarahisar,hocalar,0,0,1,1,0
2011,afyonkarahisar,hocalar,0,0,1,1,0
2012,afyonkarahisar,hocalar,0,0,1,1,0
2013,afyonkarahisar,hocalar,0,0,1,1,0
2014,afyonkarahisar,hocalar,0,0,1,1,0
2015,afyonkarahisar,hocalar,0,0,1,1,0
2016,afyonkarahisar,hocalar,0,0,1,1,0
2017,afyonkarahisar,hocalar,0,0,1,1,0
2018,afyonkarahisar,hocalar,0,0,1,1,0
2019,afyonkarahisar,hocalar,0,0,0,0,0
2020,afyonkarahisar,hocalar,0,0,0,0,0
2002,afyonkarahisar,ihsaniye,0,0,0,0,0
2003,afyonkarahisar,ihsaniye,0,0,0,0,0
2004,afyonkarahisar,ihsaniye,0,0,0,0,0
2005,afyonkarahisar,ihsaniye,0,0,0,0,0
2006,afyonkarahisar,ihsaniye,0,0,0,0,0
2007,afyonkarahisar,ihsaniye,0,0,1,1,0
2008,afyonkarahisar,ihsaniye,0,0,1,1,0
2009,afyonkarahisar,ihsaniye,0,0,1,1,0
2010,afyonkarahisar,ihsaniye,0,0,1,1,0
2011,afyonkarahisar,ihsaniye,0,0,1,1,0
2012,afyonkarahisar,ihsaniye,0,0,1,1,0
2013,afyonkarahisar,ihsaniye,0,0,1,1,0
2014,afyonkarahisar,ihsaniye,0,0,1,1,0
2015,afyonkarahisar,ihsaniye,0,0,1,1,0
2016,afyonkarahisar,ihsaniye,0,0,1,1,0
2017,afyonkarahisar,ihsaniye,0,0,1,1,0
2018,afyonkarahisar,ihsaniye,0,0,1,1,0
2019,afyonkarahisar,ihsaniye,0,0,0,0,0
2020,afyonkarahisar,ihsaniye,0,0,0,0,0
2002,afyonkarahisar,iscehisar,0,0,0,0,0
2003,afyonkarahisar,iscehisar,0,0,0,0,0
2004,afyonkarahisar,iscehisar,0,0,0,0,0
2005,afyonkarahisar,iscehisar,0,0,0,0,0
2006,afyonkarahisar,iscehisar,0,0,0,0,0
2007,afyonkarahisar,iscehisar,0,0,1,1,0
2008,afyonkarahisar,iscehisar,0,0,1,1,0
2009,afyonkarahisar,iscehisar,0,0,1,1,0
2010,afyonkarahisar,iscehisar,0,0,1,1,0
2011,afyonkarahisar,iscehisar,0,0,1,1,0
2012,afyonkarahisar,iscehisar,0,0,1,1,0
2013,afyonkarahisar,iscehisar,0,0,1,1,0
2014,afyonkarahisar,iscehisar,0,0,1,1,0
2015,afyonkarahisar,iscehisar,0,0,1,1,0
2016,afyonkarahisar,iscehisar,0,0,1,1,0
2017,afyonkarahisar,iscehisar,0,0,1,1,0
2018,afyonkarahisar,iscehisar,0,0,1,1,0
2019,afyonkarahisar,iscehisar,0,0,0,0,0
2020,afyonkarahisar,iscehisar,0,0,0,0,0
2002,afyonkarahisar,kiziloren,0,0,0,0,0
2003,afyonkarahisar,kiziloren,0,0,0,0,0
2004,afyonkarahisar,kiziloren,0,0,0,0,0
2005,afyonkarahisar,kiziloren,0,0,0,0,0
2006,afyonkarahisar,kiziloren,0,0,0,0,0
2007,afyonkarahisar,kiziloren,0,0,1,1,0
2008,afyonkarahisar,kiziloren,0,0,1,1,0
2009,afyonkarahisar,kiziloren,0,0,1,1,0
2010,afyonkarahisar,kiziloren,0,0,1,1,0
2011,afyonkarahisar,kiziloren,0,0,1,1,0
2012,afyonkarahisar,kiziloren,0,0,1,1,0
2013,afyonkarahisar,kiziloren,0,0,1,1,0
2014,afyonkarahisar,kiziloren,0,0,1,1,0
2015,afyonkarahisar,kiziloren,0,0,1,1,0
2016,afyonkarahisar,kiziloren,0,0,1,1,0
2017,afyonkarahisar,kiziloren,0,0,1,1,0
2018,afyonkarahisar,kiziloren,0,0,1,1,0
2019,afyonkarahisar,kiziloren,0,0,0,0,0
2020,afyonkarahisar,kiziloren,0,0,0,0,0
2002,afyonkarahisar,merkez,0,0,0,0,0
2003,afyonkarahisar,merkez,0,0,0,0,0
2004,afyonkarahisar,merkez,0,0,0,0,0
2005,afyonkarahisar,merkez,0,0,0,0,0
2006,afyonkarahisar,merkez,0,0,0,0,0
2007,afyonkarahisar,merkez,0,0,1,1,0
2008,afyonkarahisar,merkez,0,0,1,1,0
2009,afyonkarahisar,merkez,0,0,1,1,0
2010,afyonkarahisar,merkez,0,0,1,1,0
2011,afyonkarahisar,merkez,0,0,1,1,0
2012,afyonkarahisar,merkez,0,0,1,1,0
2013,afyonkarahisar,merkez,0,0,1,1,0
2014,afyonkarahisar,merkez,0,0,1,1,0
2015,afyonkarahisar,merkez,0,0,1,1,0
2016,afyonkarahisar,merkez,0,0,1,1,0
2017,afyonkarahisar,merkez,0,0,1,1,0
2018,afyonkarahisar,merkez,0,0,1,1,0
2019,afyonkarahisar,merkez,0,0,0,0,0
2020,afyonkarahisar,merkez,0,0,0,0,0
2002,afyonkarahisar,sandikli,0,0,0,0,0
2003,afyonkarahisar,sandikli,0,0,0,0,0
2004,afyonkarahisar,sandikli,0,0,0,0,0
2005,afyonkarahisar,sandikli,0,0,0,0,0
2006,afyonkarahisar,sandikli,0,0,0,0,0
2007,afyonkarahisar,sandikli,0,0,1,1,0
2008,afyonkarahisar,sandikli,0,0,1,1,0
2009,afyonkarahisar,sandikli,0,0,1,1,0
2010,afyonkarahisar,sandikli,0,0,1,1,0
2011,afyonkarahisar,sandikli,0,0,1,1,0
2012,afyonkarahisar,sandikli,0,0,1,1,0
2013,afyonkarahisar,sandikli,0,0,1,1,0
2014,afyonkarahisar,sandikli,0,0,1,1,0
2015,afyonkarahisar,sandikli,0,0,1,1,0
2016,afyonkarahisar,sandikli,0,0,1,1,0
2017,afyonkarahisar,sandikli,0,0,1,1,0
2018,afyonkarahisar,sandikli,0,0,1,1,0
2019,afyonkarahisar,sandikli,0,0,0,0,0
2020,afyonkarahisar,sandikli,0,0,0,0,0
2007,afyonkarahisar,sinanpasa,0,1,1,1,0
2008,afyonkarahisar,sinanpasa,0,1,1,1,0
2009,afyonkarahisar,sinanpasa,0,1,1,1,0
2010,afyonkarahisar,sinanpasa,0,1,1,1,0
2011,afyonkarahisar,sinanpasa,0,1,1,1,0
2012,afyonkarahisar,sinanpasa,0,1,1,1,0
2013,afyonkarahisar,sinanpasa,0,1,1,1,0
2014,afyonkarahisar,sinanpasa,0,1,1,1,0
2015,afyonkarahisar,sinanpasa,0,1,1,1,0
2016,afyonkarahisar,sinanpasa,0,1,1,1,0
2017,afyonkarahisar,sinanpasa,0,1,1,1,0
2018,afyonkarahisar,sinanpasa,0,1,1,1,0
2019,afyonkarahisar,sinanpasa,0,1,0,0,0
2020,afyonkarahisar,sinanpasa,0,1,0,0,0
2002,afyonkarahisar,sincanli,1,0,0,0,0
2003,afyonkarahisar,sincanli,1,0,0,0,0
2004,afyonkarahisar,sincanli,1,0,0,0,0
2005,afyonkarahisar,sincanli,1,0,0,0,0
2006,afyonkarahisar,sincanli,1,0,0,0,0
2002,afyonkarahisar,suhut,0,0,0,0,0
2003,afyonkarahisar,suhut,0,0,0,0,0
2004,afyonkarahisar,suhut,0,0,0,0,0
2005,afyonkarahisar,suhut,0,0,0,0,0
2006,afyonkarahisar,suhut,0,0,0,0,0
2007,afyonkarahisar,suhut,0,0,1,1,0
2008,afyonkarahisar,suhut,0,0,1,1,0
2009,afyonkarahisar,suhut,0,0,1,1,0
2010,afyonkarahisar,suhut,0,0,1,1,0
2011,afyonkarahisar,suhut,0,0,1,1,0
2012,afyonkarahisar,suhut,0,0,1,1,0
2013,afyonkarahisar,suhut,0,0,1,1,0
2014,afyonkarahisar,suhut,0,0,1,1,0
2015,afyonkarahisar,suhut,0,0,1,1,0
2016,afyonkarahisar,suhut,0,0,1,1,0
2017,afyonkarahisar,suhut,0,0,1,1,0
2018,afyonkarahisar,suhut,0,0,1,1,0
2019,afyonkarahisar,suhut,0,0,0,0,0
2020,afyonkarahisar,suhut,0,0,0,0,0
2002,afyonkarahisar,sultandagi,0,0,0,0,0
2003,afyonkarahisar,sultandagi,0,0,0,0,0
2004,afyonkarahisar,sultandagi,0,0,0,0,0
2005,afyonkarahisar,sultandagi,0,0,0,0,0
2006,afyonkarahisar,sultandagi,0,0,0,0,0
2007,afyonkarahisar,sultandagi,0,0,1,1,0
2008,afyonkarahisar,sultandagi,0,0,1,1,0
2009,afyonkarahisar,sultandagi,0,0,1,1,0
2010,afyonkarahisar,sultandagi,0,0,1,1,0
2011,afyonkarahisar,sultandagi,0,0,1,1,0
2012,afyonkarahisar,sultandagi,0,0,1,1,0
2013,afyonkarahisar,sultandagi,0,0,1,1,0
2014,afyonkarahisar,sultandagi,0,0,1,1,0
2015,afyonkarahisar,sultandagi,0,0,1,1,0
2016,afyonkarahisar,sultandagi,0,0,1,1,0
2017,afyonkarahisar,sultandagi,0,0,1,1,0
2018,afyonkarahisar,sultandagi,0,0,1,1,0
2019,afyonkarahisar,sultandagi,0,0,0,0,0
2020,afyonkarahisar,sultandagi,0,0,0,0,0
2002,agri,diyadin,0,0,0,0,0
2003,agri,diyadin,0,0,0,0,0
2004,agri,diyadin,0,0,0,0,0
2005,agri,diyadin,0,0,0,0,0
2006,agri,diyadin,0,0,0,0,0
2007,agri,diyadin,0,0,0,0,0
2008,agri,diyadin,0,0,0,0,0
2009,agri,diyadin,0,0,0,0,0
2010,agri,diyadin,0,0,0,0,0
2011,agri,diyadin,0,0,0,0,0
2012,agri,diyadin,0,0,0,0,0
2013,agri,diyadin,0,0,0,0,0
2014,agri,diyadin,0,0,0,0,0
2015,agri,diyadin,0,0,0,0,0
2016,agri,diyadin,0,0,0,0,0
2017,agri,diyadin,0,0,0,0,0
2018,agri,diyadin,0,0,0,0,0
2019,agri,diyadin,0,0,0,0,0
2020,agri,diyadin,0,0,0,0,0
2002,agri,dogubayazit,0,0,0,0,0
2003,agri,dogubayazit,0,0,0,0,0
2004,agri,dogubayazit,0,0,0,0,0
2005,agri,dogubayazit,0,0,0,0,0
2006,agri,dogubayazit,0,0,0,0,0
2007,agri,dogubayazit,0,0,0,0,0
2008,agri,dogubayazit,0,0,0,0,0
2009,agri,dogubayazit,0,0,0,0,0
2010,agri,dogubayazit,0,0,0,0,0
2011,agri,dogubayazit,0,0,0,0,0
2012,agri,dogubayazit,0,0,0,0,0
2013,agri,dogubayazit,0,0,0,0,0
2014,agri,dogubayazit,0,0,0,0,0
2015,agri,dogubayazit,0,0,0,0,0
2016,agri,dogubayazit,0,0,0,0,0
2017,agri,dogubayazit,0,0,0,0,0
2018,agri,dogubayazit,0,0,0,0,0
2019,agri,dogubayazit,0,0,0,0,0
2020,agri,dogubayazit,0,0,0,0,0
2002,agri,eleskirt,0,0,0,0,0
2003,agri,eleskirt,0,0,0,0,0
2004,agri,eleskirt,0,0,0,0,0
2005,agri,eleskirt,0,0,0,0,0
2006,agri,eleskirt,0,0,0,0,0
2007,agri,eleskirt,0,0,0,0,0
2008,agri,eleskirt,0,0,0,0,0
2009,agri,eleskirt,0,0,0,0,0
2010,agri,eleskirt,0,0,0,0,0
2011,agri,eleskirt,0,0,0,0,0
2012,agri,eleskirt,0,0,0,0,0
2013,agri,eleskirt,0,0,0,0,0
2014,agri,eleskirt,0,0,0,0,0
2015,agri,eleskirt,0,0,0,0,0
2016,agri,eleskirt,0,0,0,0,0
2017,agri,eleskirt,0,0,0,0,0
2018,agri,eleskirt,0,0,0,0,0
2019,agri,eleskirt,0,0,0,0,0
2020,agri,eleskirt,0,0,0,0,0
2002,agri,hamur,0,0,0,0,0
2003,agri,hamur,0,0,0,0,0
2004,agri,hamur,0,0,0,0,0
2005,agri,hamur,0,0,0,0,0
2006,agri,hamur,0,0,0,0,0
2007,agri,hamur,0,0,0,0,0
2008,agri,hamur,0,0,0,0,0
2009,agri,hamur,0,0,0,0,0
2010,agri,hamur,0,0,0,0,0
2011,agri,hamur,0,0,0,0,0
2012,agri,hamur,0,0,0,0,0
2013,agri,hamur,0,0,0,0,0
2014,agri,hamur,0,0,0,0,0
2015,agri,hamur,0,0,0,0,0
2016,agri,hamur,0,0,0,0,0
2017,agri,hamur,0,0,0,0,0
2018,agri,hamur,0,0,0,0,0
2019,agri,hamur,0,0,0,0,0
2020,agri,hamur,0,0,0,0,0
2002,agri,merkez,0,0,0,0,0
2003,agri,merkez,0,0,0,0,0
2004,agri,merkez,0,0,0,0,0
2005,agri,merkez,0,0,0,0,0
2006,agri,merkez,0,0,0,0,0
2007,agri,merkez,0,0,0,0,0
2008,agri,merkez,0,0,0,0,0
2009,agri,merkez,0,0,0,0,0
2010,agri,merkez,0,0,0,0,0
2011,agri,merkez,0,0,0,0,0
2012,agri,merkez,0,0,0,0,0
2013,agri,merkez,0,0,0,0,0
2014,agri,merkez,0,0,0,0,0
2015,agri,merkez,0,0,0,0,0
2016,agri,merkez,0,0,0,0,0
2017,agri,merkez,0,0,0,0,0
2018,agri,merkez,0,0,0,0,0
2019,agri,merkez,0,0,0,0,0
2020,agri,merkez,0,0,0,0,0
2002,agri,patnos,0,0,0,0,0
2003,agri,patnos,0,0,0,0,0
2004,agri,patnos,0,0,0,0,0
2005,agri,patnos,0,0,0,0,0
2006,agri,patnos,0,0,0,0,0
2007,agri,patnos,0,0,0,0,0
2008,agri,patnos,0,0,0,0,0
2009,agri,patnos,0,0,0,0,0
2010,agri,patnos,0,0,0,0,0
2011,agri,patnos,0,0,0,0,0
2012,agri,patnos,0,0,0,0,0
2013,agri,patnos,0,0,0,0,0
2014,agri,patnos,0,0,0,0,0
2015,agri,patnos,0,0,0,0,0
2016,agri,patnos,0,0,0,0,0
2017,agri,patnos,0,0,0,0,0
2018,agri,patnos,0,0,0,0,0
2019,agri,patnos,0,0,0,0,0
2020,agri,patnos,0,0,0,0,0
2002,agri,taslicay,0,0,0,0,0
2003,agri,taslicay,0,0,0,0,0
2004,agri,taslicay,0,0,0,0,0
2005,agri,taslicay,0,0,0,0,0
2006,agri,taslicay,0,0,0,0,0
2007,agri,taslicay,0,0,0,0,0
2008,agri,taslicay,0,0,0,0,0
2009,agri,taslicay,0,0,0,0,0
2010,agri,taslicay,0,0,0,0,0
2011,agri,taslicay,0,0,0,0,0
2012,agri,taslicay,0,0,0,0,0
2013,agri,taslicay,0,0,0,0,0
2014,agri,taslicay,0,0,0,0,0
2015,agri,taslicay,0,0,0,0,0
2016,agri,taslicay,0,0,0,0,0
2017,agri,taslicay,0,0,0,0,0
2018,agri,taslicay,0,0,0,0,0
2019,agri,taslicay,0,0,0,0,0
2020,agri,taslicay,0,0,0,0,0
2002,agri,tutak,0,0,0,0,0
2003,agri,tutak,0,0,0,0,0
2004,agri,tutak,0,0,0,0,0
2005,agri,tutak,0,0,0,0,0
2006,agri,tutak,0,0,0,0,0
2007,agri,tutak,0,0,0,0,0
2008,agri,tutak,0,0,0,0,0
2009,agri,tutak,0,0,0,0,0
2010,agri,tutak,0,0,0,0,0
2011,agri,tutak,0,0,0,0,0
2012,agri,tutak,0,0,0,0,0
2013,agri,tutak,0,0,0,0,0
2014,agri,tutak,0,0,0,0,0
2015,agri,tutak,0,0,0,0,0
2016,agri,tutak,0,0,0,0,0
2017,agri,tutak,0,0,0,0,0
2018,agri,tutak,0,0,0,0,0
2019,agri,tutak,0,0,0,0,0
2020,agri,tutak,0,0,0,0,0
2002,aksaray,agacoren,0,0,0,0,0
2003,aksaray,agacoren,0,0,0,0,0
2004,aksaray,agacoren,0,0,0,0,0
2005,aksaray,agacoren,0,0,0,0,0
2006,aksaray,agacoren,0,0,0,0,0
2007,aksaray,agacoren,0,0,0,0,0
2008,aksaray,agacoren,0,0,0,0,0
2009,aksaray,agacoren,0,0,0,0,0
2010,aksaray,agacoren,0,0,0,0,0
2011,aksaray,agacoren,0,0,0,0,0
2012,aksaray,agacoren,0,0,0,0,0
2013,aksaray,agacoren,0,0,0,0,0
2014,aksaray,agacoren,0,0,0,0,0
2015,aksaray,agacoren,0,0,1,1,0
2016,aksaray,agacoren,0,0,0,0,0
2017,aksaray,agacoren,0,0,0,0,0
2018,aksaray,agacoren,0,0,0,0,0
2019,aksaray,agacoren,0,0,0,0,0
2020,aksaray,agacoren,0,0,0,0,0
2002,aksaray,eskil,0,0,0,0,0
2003,aksaray,eskil,0,0,0,0,0
2004,aksaray,eskil,0,0,0,0,0
2005,aksaray,eskil,0,0,0,0,0
2006,aksaray,eskil,0,0,0,0,0
2007,aksaray,eskil,0,0,0,0,0
2008,aksaray,eskil,0,0,0,0,0
2009,aksaray,eskil,0,0,0,0,0
2010,aksaray,eskil,0,0,0,0,0
2011,aksaray,eskil,0,0,0,0,0
2012,aksaray,eskil,0,0,0,0,0
2013,aksaray,eskil,0,0,0,0,0
2014,aksaray,eskil,0,0,0,0,0
2015,aksaray,eskil,0,0,1,1,0
2016,aksaray,eskil,0,0,0,0,0
2017,aksaray,eskil,0,0,0,0,0
2018,aksaray,eskil,0,0,0,0,0
2019,aksaray,eskil,0,0,0,0,0
2020,aksaray,eskil,0,0,0,0,0
2002,aksaray,gulagac,0,0,0,0,0
2003,aksaray,gulagac,0,0,0,0,0
2004,aksaray,gulagac,0,0,0,0,0
2005,aksaray,gulagac,0,0,0,0,0
2006,aksaray,gulagac,0,0,0,0,0
2007,aksaray,gulagac,0,0,0,0,0
2008,aksaray,gulagac,0,0,0,0,0
2009,aksaray,gulagac,0,0,0,0,0
2010,aksaray,gulagac,0,0,0,0,0
2011,aksaray,gulagac,0,0,0,0,0
2012,aksaray,gulagac,0,0,0,0,0
2013,aksaray,gulagac,0,0,0,0,0
2014,aksaray,gulagac,0,0,0,0,0
2015,aksaray,gulagac,0,0,1,1,0
2016,aksaray,gulagac,0,0,0,0,0
2017,aksaray,gulagac,0,0,0,0,0
2018,aksaray,gulagac,0,0,0,0,0
2019,aksaray,gulagac,0,0,0,0,0
2020,aksaray,gulagac,0,0,0,0,0
2002,aksaray,guzelyurt,0,0,0,0,0
2003,aksaray,guzelyurt,0,0,0,0,0
2004,aksaray,guzelyurt,0,0,0,0,0
2005,aksaray,guzelyurt,0,0,0,0,0
2006,aksaray,guzelyurt,0,0,0,0,0
2007,aksaray,guzelyurt,0,0,0,0,0
2008,aksaray,guzelyurt,0,0,0,0,0
2009,aksaray,guzelyurt,0,0,0,0,0
2010,aksaray,guzelyurt,0,0,0,0,0
2011,aksaray,guzelyurt,0,0,0,0,0
2012,aksaray,guzelyurt,0,0,0,0,0
2013,aksaray,guzelyurt,0,0,0,0,0
2014,aksaray,guzelyurt,0,0,0,0,0
2015,aksaray,guzelyurt,0,0,1,1,0
2016,aksaray,guzelyurt,0,0,0,0,0
2017,aksaray,guzelyurt,0,0,0,0,0
2018,aksaray,guzelyurt,0,0,0,0,0
2019,aksaray,guzelyurt,0,0,0,0,0
2020,aksaray,guzelyurt,0,0,0,0,0
2002,aksaray,merkez,0,0,0,0,0
2003,aksaray,merkez,0,0,0,0,0
2004,aksaray,merkez,0,0,0,0,0
2005,aksaray,merkez,0,0,0,0,0
2006,aksaray,merkez,0,0,0,0,0
2007,aksaray,merkez,0,0,0,0,0
2008,aksaray,merkez,0,0,0,0,0
2009,aksaray,merkez,0,0,0,0,0
2010,aksaray,merkez,0,0,0,0,0
2011,aksaray,merkez,0,0,0,0,0
2012,aksaray,merkez,0,0,0,0,0
2013,aksaray,merkez,0,0,0,0,0
2014,aksaray,merkez,0,0,0,0,0
2015,aksaray,merkez,0,0,1,1,0
2016,aksaray,merkez,0,0,0,0,0
2017,aksaray,merkez,0,0,0,0,0
2018,aksaray,merkez,0,0,0,0,0
2019,aksaray,merkez,0,0,0,0,0
2020,aksaray,merkez,0,0,0,0,0
2002,aksaray,ortakoy,0,0,0,0,0
2003,aksaray,ortakoy,0,0,0,0,0
2004,aksaray,ortakoy,0,0,0,0,0
2005,aksaray,ortakoy,0,0,0,0,0
2006,aksaray,ortakoy,0,0,0,0,0
2007,aksaray,ortakoy,0,0,0,0,0
2008,aksaray,ortakoy,0,0,0,0,0
2009,aksaray,ortakoy,0,0,0,0,0
2010,aksaray,ortakoy,0,0,0,0,0
2011,aksaray,ortakoy,0,0,0,0,0
2012,aksaray,ortakoy,0,0,0,0,0
2013,aksaray,ortakoy,0,0,0,0,0
2014,aksaray,ortakoy,0,0,0,0,0
2015,aksaray,ortakoy,0,0,1,1,0
2016,aksaray,ortakoy,0,0,0,0,0
2017,aksaray,ortakoy,0,0,0,0,0
2018,aksaray,ortakoy,0,0,0,0,0
2019,aksaray,ortakoy,0,0,0,0,0
2020,aksaray,ortakoy,0,0,0,0,0
2002,aksaray,sariyahsi,0,0,0,0,0
2003,aksaray,sariyahsi,0,0,0,0,0
2004,aksaray,sariyahsi,0,0,0,0,0
2005,aksaray,sariyahsi,0,0,0,0,0
2006,aksaray,sariyahsi,0,0,0,0,0
2007,aksaray,sariyahsi,0,0,0,0,0
2008,aksaray,sariyahsi,0,0,0,0,0
2009,aksaray,sariyahsi,0,0,0,0,0
2010,aksaray,sariyahsi,0,0,0,0,0
2011,aksaray,sariyahsi,0,0,0,0,0
2012,aksaray,sariyahsi,0,0,0,0,0
2013,aksaray,sariyahsi,0,0,0,0,0
2014,aksaray,sariyahsi,0,0,0,0,0
2015,aksaray,sariyahsi,0,0,1,1,0
2016,aksaray,sariyahsi,0,0,0,0,0
2017,aksaray,sariyahsi,0,0,0,0,0
2018,aksaray,sariyahsi,0,0,0,0,0
2019,aksaray,sariyahsi,0,0,0,0,0
2020,aksaray,sariyahsi,0,0,0,0,0
2017,aksaray,sultanhani,0,1,0,0,1
2018,aksaray,sultanhani,0,1,0,0,0
2019,aksaray,sultanhani,0,1,0,0,0
2020,aksaray,sultanhani,0,1,0,0,0
2002,amasya,goynucek,0,0,0,0,0
2003,amasya,goynucek,0,0,0,0,0
2004,amasya,goynucek,0,0,0,0,0
2005,amasya,goynucek,0,0,0,0,0
2006,amasya,goynucek,0,0,0,0,0
2007,amasya,goynucek,0,0,0,0,0
2008,amasya,goynucek,0,0,0,0,0
2009,amasya,goynucek,0,0,0,0,0
2010,amasya,goynucek,0,0,0,0,0
2011,amasya,goynucek,0,0,0,0,0
2012,amasya,goynucek,0,0,0,0,0
2013,amasya,goynucek,0,0,0,0,0
2014,amasya,goynucek,0,0,0,0,0
2015,amasya,goynucek,0,0,0,0,0
2016,amasya,goynucek,0,0,0,0,0
2017,amasya,goynucek,0,0,0,0,0
2018,amasya,goynucek,0,0,0,0,0
2019,amasya,goynucek,0,0,0,0,0
2020,amasya,goynucek,0,0,0,0,0
2002,amasya,gumushacikoy,0,0,0,0,0
2003,amasya,gumushacikoy,0,0,0,0,0
2004,amasya,gumushacikoy,0,0,0,0,0
2005,amasya,gumushacikoy,0,0,0,0,0
2006,amasya,gumushacikoy,0,0,0,0,0
2007,amasya,gumushacikoy,0,0,0,0,0
2008,amasya,gumushacikoy,0,0,0,0,0
2009,amasya,gumushacikoy,0,0,0,0,0
2010,amasya,gumushacikoy,0,0,0,0,0
2011,amasya,gumushacikoy,0,0,0,0,0
2012,amasya,gumushacikoy,0,0,0,0,0
2013,amasya,gumushacikoy,0,0,0,0,0
2014,amasya,gumushacikoy,0,0,0,0,0
2015,amasya,gumushacikoy,0,0,0,0,0
2016,amasya,gumushacikoy,0,0,0,0,0
2017,amasya,gumushacikoy,0,0,0,0,0
2018,amasya,gumushacikoy,0,0,0,0,0
2019,amasya,gumushacikoy,0,0,0,0,0
2020,amasya,gumushacikoy,0,0,0,0,0
2002,amasya,hamamozu,0,0,0,0,0
2003,amasya,hamamozu,0,0,0,0,0
2004,amasya,hamamozu,0,0,0,0,0
2005,amasya,hamamozu,0,0,0,0,0
2006,amasya,hamamozu,0,0,0,0,0
2007,amasya,hamamozu,0,0,0,0,0
2008,amasya,hamamozu,0,0,0,0,0
2009,amasya,hamamozu,0,0,0,0,0
2010,amasya,hamamozu,0,0,0,0,0
2011,amasya,hamamozu,0,0,0,0,0
2012,amasya,hamamozu,0,0,0,0,0
2013,amasya,hamamozu,0,0,0,0,0
2014,amasya,hamamozu,0,0,0,0,0
2015,amasya,hamamozu,0,0,0,0,0
2016,amasya,hamamozu,0,0,0,0,0
2017,amasya,hamamozu,0,0,0,0,0
2018,amasya,hamamozu,0,0,0,0,0
2019,amasya,hamamozu,0,0,0,0,0
2020,amasya,hamamozu,0,0,0,0,0
2002,amasya,merkez,0,0,0,0,0
2003,amasya,merkez,0,0,0,0,0
2004,amasya,merkez,0,0,0,0,0
2005,amasya,merkez,0,0,0,0,0
2006,amasya,merkez,0,0,0,0,0
2007,amasya,merkez,0,0,0,0,0
2008,amasya,merkez,0,0,0,0,0
2009,amasya,merkez,0,0,0,0,0
2010,amasya,merkez,0,0,0,0,0
2011,amasya,merkez,0,0,0,0,0
2012,amasya,merkez,0,0,0,0,0
2013,amasya,merkez,0,0,0,0,0
2014,amasya,merkez,0,0,0,0,0
2015,amasya,merkez,0,0,0,0,0
2016,amasya,merkez,0,0,0,0,0
2017,amasya,merkez,0,0,0,0,0
2018,amasya,merkez,0,0,0,0,0
2019,amasya,merkez,0,0,0,0,0
2020,amasya,merkez,0,0,0,0,0
2002,amasya,merzifon,0,0,0,0,0
2003,amasya,merzifon,0,0,0,0,0
2004,amasya,merzifon,0,0,0,0,0
2005,amasya,merzifon,0,0,0,0,0
2006,amasya,merzifon,0,0,0,0,0
2007,amasya,merzifon,0,0,0,0,0
2008,amasya,merzifon,0,0,0,0,0
2009,amasya,merzifon,0,0,0,0,0
2010,amasya,merzifon,0,0,0,0,0
2011,amasya,merzifon,0,0,0,0,0
2012,amasya,merzifon,0,0,0,0,0
2013,amasya,merzifon,0,0,0,0,0
2014,amasya,merzifon,0,0,0,0,0
2015,amasya,merzifon,0,0,0,0,0
2016,amasya,merzifon,0,0,0,0,0
2017,amasya,merzifon,0,0,0,0,0
2018,amasya,merzifon,0,0,0,0,0
2019,amasya,merzifon,0,0,0,0,0
2020,amasya,merzifon,0,0,0,0,0
2002,amasya,suluova,0,0,0,0,0
2003,amasya,suluova,0,0,0,0,0
2004,amasya,suluova,0,0,0,0,0
2005,amasya,suluova,0,0,0,0,0
2006,amasya,suluova,0,0,0,0,0
2007,amasya,suluova,0,0,0,0,0
2008,amasya,suluova,0,0,0,0,0
2009,amasya,suluova,0,0,0,0,0
