year,province,district,province_district,year_province_district,turnout_rate,akp,chp,mhp,hdp,sp
2008,bitlis,ahlat,bitlis_ahlat,2008_bitlis_ahlat,89.27,63.23,6.78,7.06,0,0.83
2009,bitlis,ahlat,bitlis_ahlat,2009_bitlis_ahlat,89.27,63.23,6.78,7.06,0,0.83
2010,bitlis,ahlat,bitlis_ahlat,2010_bitlis_ahlat,89.27,63.23,6.78,7.06,0,0.83
2011,bitlis,ahlat,bitlis_ahlat,2011_bitlis_ahlat,85.7,53.7,2.6,6.3,33.6,0.4
2012,bitlis,ahlat,bitlis_ahlat,2012_bitlis_ahlat,85.7,53.7,2.6,6.3,33.6,0.4
2013,bitlis,ahlat,bitlis_ahlat,2013_bitlis_ahlat,85.7,53.7,2.6,6.3,33.6,0.4
2014,bitlis,ahlat,bitlis_ahlat,2014_bitlis_ahlat,85.7,53.7,2.6,6.3,33.6,0.4
2015,bitlis,ahlat,bitlis_ahlat,2015_bitlis_ahlat,87.6,27.0,1.9,7.8,61.4,0.8
2016,bitlis,ahlat,bitlis_ahlat,2016_bitlis_ahlat,85.5,37.5,2.4,4.9,53.8,0.3
2017,bitlis,ahlat,bitlis_ahlat,2017_bitlis_ahlat,85.5,37.5,2.4,4.9,53.8,0.3
2018,bitlis,ahlat,bitlis_ahlat,2018_bitlis_ahlat,86.6,34.8,2.6,8,49,0.7
2019,bitlis,ahlat,bitlis_ahlat,2019_bitlis_ahlat,86.6,34.8,2.6,8,49,0.7
2020,bitlis,ahlat,bitlis_ahlat,2020_bitlis_ahlat,86.6,34.8,2.6,8,49,0.7
2002,manisa,ahmetli,manisa_ahmetli,2002_manisa_ahmetli,88.21,40.62,16.12,7.28,3.15,0.55
2003,manisa,ahmetli,manisa_ahmetli,2003_manisa_ahmetli,88.21,40.62,16.12,7.28,3.15,0.55
2004,manisa,ahmetli,manisa_ahmetli,2004_manisa_ahmetli,88.21,40.62,16.12,7.28,3.15,0.55
2005,manisa,ahmetli,manisa_ahmetli,2005_manisa_ahmetli,88.21,40.62,16.12,7.28,3.15,0.55
2006,manisa,ahmetli,manisa_ahmetli,2006_manisa_ahmetli,88.21,40.62,16.12,7.28,3.15,0.55
2007,manisa,ahmetli,manisa_ahmetli,2007_manisa_ahmetli,90.4,46.89,17.56,20.55,0,1.04
2008,manisa,ahmetli,manisa_ahmetli,2008_manisa_ahmetli,90.4,46.89,17.56,20.55,0,1.04
2009,manisa,ahmetli,manisa_ahmetli,2009_manisa_ahmetli,90.4,46.89,17.56,20.55,0,1.04
2010,manisa,ahmetli,manisa_ahmetli,2010_manisa_ahmetli,90.4,46.89,17.56,20.55,0,1.04
2011,manisa,ahmetli,manisa_ahmetli,2011_manisa_ahmetli,92.4,54.3,22.8,16.9,0,0.5
2012,manisa,ahmetli,manisa_ahmetli,2012_manisa_ahmetli,92.4,54.3,22.8,16.9,0,0.5
2013,manisa,ahmetli,manisa_ahmetli,2013_manisa_ahmetli,92.4,54.3,22.8,16.9,0,0.5
2014,manisa,ahmetli,manisa_ahmetli,2014_manisa_ahmetli,92.4,54.3,22.8,16.9,0,0.5
2015,manisa,ahmetli,manisa_ahmetli,2015_manisa_ahmetli,89.8,40.4,25.3,25.9,5.7,1.0
2016,manisa,ahmetli,manisa_ahmetli,2016_manisa_ahmetli,90.3,47.4,26.4,19.2,4.2,0.5
2017,manisa,ahmetli,manisa_ahmetli,2017_manisa_ahmetli,90.3,47.4,26.4,19.2,4.2,0.5
2018,manisa,ahmetli,manisa_ahmetli,2018_manisa_ahmetli,91.5,43.9,23.3,10,5.6,0.8
2019,manisa,ahmetli,manisa_ahmetli,2019_manisa_ahmetli,91.5,43.9,23.3,10,5.6,0.8
2020,manisa,ahmetli,manisa_ahmetli,2020_manisa_ahmetli,91.5,43.9,23.3,10,5.6,0.8
2002,trabzon,akcaabat,trabzon_akcaabat,2002_trabzon_akcaabat,79.65,48.34,10.84,7.98,0.79,3.07
2003,trabzon,akcaabat,trabzon_akcaabat,2003_trabzon_akcaabat,79.65,48.34,10.84,7.98,0.79,3.07
2004,trabzon,akcaabat,trabzon_akcaabat,2004_trabzon_akcaabat,79.65,48.34,10.84,7.98,0.79,3.07
2005,trabzon,akcaabat,trabzon_akcaabat,2005_trabzon_akcaabat,79.65,48.34,10.84,7.98,0.79,3.07
2006,trabzon,akcaabat,trabzon_akcaabat,2006_trabzon_akcaabat,79.65,48.34,10.84,7.98,0.79,3.07
2007,trabzon,akcaabat,trabzon_akcaabat,2007_trabzon_akcaabat,88.14,60.04,10.51,15.21,0,3.89
2008,trabzon,akcaabat,trabzon_akcaabat,2008_trabzon_akcaabat,88.14,60.04,10.51,15.21,0,3.89
2009,trabzon,akcaabat,trabzon_akcaabat,2009_trabzon_akcaabat,88.14,60.04,10.51,15.21,0,3.89
2010,trabzon,akcaabat,trabzon_akcaabat,2010_trabzon_akcaabat,88.14,60.04,10.51,15.21,0,3.89
2011,trabzon,akcaabat,trabzon_akcaabat,2011_trabzon_akcaabat,88.6,61.6,17.2,14.7,0,2
2012,trabzon,akcaabat,trabzon_akcaabat,2012_trabzon_akcaabat,88.6,61.6,17.2,14.7,0,2
2013,trabzon,akcaabat,trabzon_akcaabat,2013_trabzon_akcaabat,88.6,61.6,17.2,14.7,0,2
2014,trabzon,akcaabat,trabzon_akcaabat,2014_trabzon_akcaabat,88.6,61.6,17.2,14.7,0,2
2015,trabzon,akcaabat,trabzon_akcaabat,2015_trabzon_akcaabat,86.7,57.4,18.0,17.9,0.7,3.1
2016,trabzon,akcaabat,trabzon_akcaabat,2016_trabzon_akcaabat,87.7,69,14.8,12.4,0.3,1.1
2017,trabzon,akcaabat,trabzon_akcaabat,2017_trabzon_akcaabat,87.7,69,14.8,12.4,0.3,1.1
2018,trabzon,akcaabat,trabzon_akcaabat,2018_trabzon_akcaabat,88.6,57.1,13.1,13.6,0.6,2.2
2019,trabzon,akcaabat,trabzon_akcaabat,2019_trabzon_akcaabat,88.6,57.1,13.1,13.6,0.6,2.2
2020,trabzon,akcaabat,trabzon_akcaabat,2020_trabzon_akcaabat,88.6,57.1,13.1,13.6,0.6,2.2
2002,malatya,akcadag,malatya_akcadag,2002_malatya_akcadag,77.84,43.65,20.65,6.74,10.72,2.04
2003,malatya,akcadag,malatya_akcadag,2003_malatya_akcadag,77.84,43.65,20.65,6.74,10.72,2.04
2004,malatya,akcadag,malatya_akcadag,2004_malatya_akcadag,77.84,43.65,20.65,6.74,10.72,2.04
2005,malatya,akcadag,malatya_akcadag,2005_malatya_akcadag,77.84,43.65,20.65,6.74,10.72,2.04
2006,malatya,akcadag,malatya_akcadag,2006_malatya_akcadag,77.84,43.65,20.65,6.74,10.72,2.04
2007,malatya,akcadag,malatya_akcadag,2007_malatya_akcadag,80.73,57.1,24.38,8.59,0,0.95
2008,malatya,akcadag,malatya_akcadag,2008_malatya_akcadag,80.73,57.1,24.38,8.59,0,0.95
2009,malatya,akcadag,malatya_akcadag,2009_malatya_akcadag,80.73,57.1,24.38,8.59,0,0.95
2010,malatya,akcadag,malatya_akcadag,2010_malatya_akcadag,80.73,57.1,24.38,8.59,0,0.95
2011,malatya,akcadag,malatya_akcadag,2011_malatya_akcadag,89.2,53.8,30.1,10.8,0,0.4
2012,malatya,akcadag,malatya_akcadag,2012_malatya_akcadag,89.2,53.8,30.1,10.8,0,0.4
2013,malatya,akcadag,malatya_akcadag,2013_malatya_akcadag,89.2,53.8,30.1,10.8,0,0.4
2014,malatya,akcadag,malatya_akcadag,2014_malatya_akcadag,89.2,53.8,30.1,10.8,0,0.4
2015,malatya,akcadag,malatya_akcadag,2015_malatya_akcadag,85.5,38.9,18.5,9.9,17.5,0.7
2016,malatya,akcadag,malatya_akcadag,2016_malatya_akcadag,86,54.7,20.3,7.6,15.7,0.3
2017,malatya,akcadag,malatya_akcadag,2017_malatya_akcadag,86,54.7,20.3,7.6,15.7,0.3
2018,malatya,akcadag,malatya_akcadag,2018_malatya_akcadag,87.9,39.1,20.5,19,16.3,0.8
2019,malatya,akcadag,malatya_akcadag,2019_malatya_akcadag,87.9,39.1,20.5,19,16.3,0.8
2020,malatya,akcadag,malatya_akcadag,2020_malatya_akcadag,87.9,39.1,20.5,19,16.3,0.8
2002,sanliurfa,akcakale,sanliurfa_akcakale,2002_sanliurfa_akcakale,80.38,19.69,20.7,13.23,1.63,1.1
2003,sanliurfa,akcakale,sanliurfa_akcakale,2003_sanliurfa_akcakale,80.38,19.69,20.7,13.23,1.63,1.1
2004,sanliurfa,akcakale,sanliurfa_akcakale,2004_sanliurfa_akcakale,80.38,19.69,20.7,13.23,1.63,1.1
2005,sanliurfa,akcakale,sanliurfa_akcakale,2005_sanliurfa_akcakale,80.38,19.69,20.7,13.23,1.63,1.1
2006,sanliurfa,akcakale,sanliurfa_akcakale,2006_sanliurfa_akcakale,80.38,19.69,20.7,13.23,1.63,1.1
2007,sanliurfa,akcakale,sanliurfa_akcakale,2007_sanliurfa_akcakale,83.97,68.42,10.99,6.66,0,0.43
2008,sanliurfa,akcakale,sanliurfa_akcakale,2008_sanliurfa_akcakale,83.97,68.42,10.99,6.66,0,0.43
2009,sanliurfa,akcakale,sanliurfa_akcakale,2009_sanliurfa_akcakale,83.97,68.42,10.99,6.66,0,0.43
2010,sanliurfa,akcakale,sanliurfa_akcakale,2010_sanliurfa_akcakale,83.97,68.42,10.99,6.66,0,0.43
2011,sanliurfa,akcakale,sanliurfa_akcakale,2011_sanliurfa_akcakale,86.3,84,1.3,9.6,0,0.1
2012,sanliurfa,akcakale,sanliurfa_akcakale,2012_sanliurfa_akcakale,86.3,84,1.3,9.6,0,0.1
2013,sanliurfa,akcakale,sanliurfa_akcakale,2013_sanliurfa_akcakale,86.3,84,1.3,9.6,0,0.1
2014,sanliurfa,akcakale,sanliurfa_akcakale,2014_sanliurfa_akcakale,86.3,84,1.3,9.6,0,0.1
2015,samsun,akcakale,samsun_akcakale,2015_samsun_akcakale,76.6,59.0,4.6,24.2,6.2,0.7
2015,sanliurfa,akcakale,sanliurfa_akcakale,2015_sanliurfa_akcakale,76.6,59.0,4.6,24.2,6.2,0.7
2016,sanliurfa,akcakale,sanliurfa_akcakale,2016_sanliurfa_akcakale,88.8,89.5,1.7,4.8,3.1,0.1
2017,sanliurfa,akcakale,sanliurfa_akcakale,2017_sanliurfa_akcakale,88.8,89.5,1.7,4.8,3.1,0.1
2018,sanliurfa,akcakale,sanliurfa_akcakale,2018_sanliurfa_akcakale,90.1,66.6,1,25.5,2.5,0.3
2019,sanliurfa,akcakale,sanliurfa_akcakale,2019_sanliurfa_akcakale,90.1,66.6,1,25.5,2.5,0.3
2020,sanliurfa,akcakale,sanliurfa_akcakale,2020_sanliurfa_akcakale,90.1,66.6,1,25.5,2.5,0.3
2002,kirsehir,akcakent,kirsehir_akcakent,2002_kirsehir_akcakent,70.78,40.83,8.93,24.02,1.85,1.46
2003,kirsehir,akcakent,kirsehir_akcakent,2003_kirsehir_akcakent,70.78,40.83,8.93,24.02,1.85,1.46
2004,kirsehir,akcakent,kirsehir_akcakent,2004_kirsehir_akcakent,70.78,40.83,8.93,24.02,1.85,1.46
2005,kirsehir,akcakent,kirsehir_akcakent,2005_kirsehir_akcakent,70.78,40.83,8.93,24.02,1.85,1.46
2006,kirsehir,akcakent,kirsehir_akcakent,2006_kirsehir_akcakent,70.78,40.83,8.93,24.02,1.85,1.46
2007,kirsehir,akcakent,kirsehir_akcakent,2007_kirsehir_akcakent,84.05,53.36,6.44,25.16,0,1.61
2008,kirsehir,akcakent,kirsehir_akcakent,2008_kirsehir_akcakent,84.05,53.36,6.44,25.16,0,1.61
2009,kirsehir,akcakent,kirsehir_akcakent,2009_kirsehir_akcakent,84.05,53.36,6.44,25.16,0,1.61
2010,kirsehir,akcakent,kirsehir_akcakent,2010_kirsehir_akcakent,84.05,53.36,6.44,25.16,0,1.61
2011,kirsehir,akcakent,kirsehir_akcakent,2011_kirsehir_akcakent,87.5,66.1,9,19.6,0,0.8
2012,kirsehir,akcakent,kirsehir_akcakent,2012_kirsehir_akcakent,87.5,66.1,9,19.6,0,0.8
2013,kirsehir,akcakent,kirsehir_akcakent,2013_kirsehir_akcakent,87.5,66.1,9,19.6,0,0.8
2014,kirsehir,akcakent,kirsehir_akcakent,2014_kirsehir_akcakent,87.5,66.1,9,19.6,0,0.8
2015,kirsehir,akcakent,kirsehir_akcakent,2015_kirsehir_akcakent,84.8,59.7,8.5,26.3,1.1,2.0
2016,kirsehir,akcakent,kirsehir_akcakent,2016_kirsehir_akcakent,81.2,73.1,7.2,16.3,0.4,0.5
2017,kirsehir,akcakent,kirsehir_akcakent,2017_kirsehir_akcakent,81.2,73.1,7.2,16.3,0.4,0.5
2018,kirsehir,akcakent,kirsehir_akcakent,2018_kirsehir_akcakent,86.7,62.4,8.9,16.1,0.5,1.2
2019,kirsehir,akcakent,kirsehir_akcakent,2019_kirsehir_akcakent,86.7,62.4,8.9,16.1,0.5,1.2
2020,kirsehir,akcakent,kirsehir_akcakent,2020_kirsehir_akcakent,86.7,62.4,8.9,16.1,0.5,1.2
2002,duzce,akcakoca,duzce_akcakoca,2002_duzce_akcakoca,87.76,48.56,10.35,4.78,1.85,3.45
2003,duzce,akcakoca,duzce_akcakoca,2003_duzce_akcakoca,87.76,48.56,10.35,4.78,1.85,3.45
2004,duzce,akcakoca,duzce_akcakoca,2004_duzce_akcakoca,87.76,48.56,10.35,4.78,1.85,3.45
2005,duzce,akcakoca,duzce_akcakoca,2005_duzce_akcakoca,87.76,48.56,10.35,4.78,1.85,3.45
2006,duzce,akcakoca,duzce_akcakoca,2006_duzce_akcakoca,87.76,48.56,10.35,4.78,1.85,3.45
2007,duzce,akcakoca,duzce_akcakoca,2007_duzce_akcakoca,89.79,45.34,15.51,18.69,0,6.14
2008,duzce,akcakoca,duzce_akcakoca,2008_duzce_akcakoca,89.79,45.34,15.51,18.69,0,6.14
2009,duzce,akcakoca,duzce_akcakoca,2009_duzce_akcakoca,89.79,45.34,15.51,18.69,0,6.14
2010,duzce,akcakoca,duzce_akcakoca,2010_duzce_akcakoca,89.79,45.34,15.51,18.69,0,6.14
2011,duzce,akcakoca,duzce_akcakoca,2011_duzce_akcakoca,89.8,54.1,24.9,14.6,0,2.2
2012,duzce,akcakoca,duzce_akcakoca,2012_duzce_akcakoca,89.8,54.1,24.9,14.6,0,2.2
2013,duzce,akcakoca,duzce_akcakoca,2013_duzce_akcakoca,89.8,54.1,24.9,14.6,0,2.2
2014,duzce,akcakoca,duzce_akcakoca,2014_duzce_akcakoca,89.8,54.1,24.9,14.6,0,2.2
2015,duzce,akcakoca,duzce_akcakoca,2015_duzce_akcakoca,88.0,50.9,20.0,19.9,2.7,3.9
2016,duzce,akcakoca,duzce_akcakoca,2016_duzce_akcakoca,88.7,59.9,23.6,10.4,2,1.5
2017,duzce,akcakoca,duzce_akcakoca,2017_duzce_akcakoca,88.7,59.9,23.6,10.4,2,1.5
2018,duzce,akcakoca,duzce_akcakoca,2018_duzce_akcakoca,90.2,47.1,20.9,16.9,2.3,2.4
2019,duzce,akcakoca,duzce_akcakoca,2019_duzce_akcakoca,90.2,47.1,20.9,16.9,2.3,2.4
2020,duzce,akcakoca,duzce_akcakoca,2020_duzce_akcakoca,90.2,47.1,20.9,16.9,2.3,2.4
2002,yozgat,akdagmadeni,yozgat_akdagmadeni,2002_yozgat_akdagmadeni,76.77,45.16,7.6,13.83,1.92,5.31
2003,yozgat,akdagmadeni,yozgat_akdagmadeni,2003_yozgat_akdagmadeni,76.77,45.16,7.6,13.83,1.92,5.31
2004,yozgat,akdagmadeni,yozgat_akdagmadeni,2004_yozgat_akdagmadeni,76.77,45.16,7.6,13.83,1.92,5.31
2005,yozgat,akdagmadeni,yozgat_akdagmadeni,2005_yozgat_akdagmadeni,76.77,45.16,7.6,13.83,1.92,5.31
2006,yozgat,akdagmadeni,yozgat_akdagmadeni,2006_yozgat_akdagmadeni,76.77,45.16,7.6,13.83,1.92,5.31
2007,yozgat,akdagmadeni,yozgat_akdagmadeni,2007_yozgat_akdagmadeni,78.36,63.23,14.89,13.49,0,3.36
2008,yozgat,akdagmadeni,yozgat_akdagmadeni,2008_yozgat_akdagmadeni,78.36,63.23,14.89,13.49,0,3.36
2009,yozgat,akdagmadeni,yozgat_akdagmadeni,2009_yozgat_akdagmadeni,78.36,63.23,14.89,13.49,0,3.36
2010,yozgat,akdagmadeni,yozgat_akdagmadeni,2010_yozgat_akdagmadeni,78.36,63.23,14.89,13.49,0,3.36
2011,yozgat,akdagmadeni,yozgat_akdagmadeni,2011_yozgat_akdagmadeni,73.2,68.4,8.8,14.4,0,2.3
2012,yozgat,akdagmadeni,yozgat_akdagmadeni,2012_yozgat_akdagmadeni,73.2,68.4,8.8,14.4,0,2.3
2013,yozgat,akdagmadeni,yozgat_akdagmadeni,2013_yozgat_akdagmadeni,73.2,68.4,8.8,14.4,0,2.3
2014,yozgat,akdagmadeni,yozgat_akdagmadeni,2014_yozgat_akdagmadeni,73.2,68.4,8.8,14.4,0,2.3
2015,yozgat,akdagmadeni,yozgat_akdagmadeni,2015_yozgat_akdagmadeni,74.0,61.0,7.2,26.3,0.5,3.5
2016,yozgat,akdagmadeni,yozgat_akdagmadeni,2016_yozgat_akdagmadeni,77.6,62,4,7.8,0.2,0.8
2017,yozgat,akdagmadeni,yozgat_akdagmadeni,2017_yozgat_akdagmadeni,77.6,62,4,7.8,0.2,0.8
2018,yozgat,akdagmadeni,yozgat_akdagmadeni,2018_yozgat_akdagmadeni,80.2,57.5,7.9,23,0.3,1.4
2019,yozgat,akdagmadeni,yozgat_akdagmadeni,2019_yozgat_akdagmadeni,80.2,57.5,7.9,23,0.3,1.4
2020,yozgat,akdagmadeni,yozgat_akdagmadeni,2020_yozgat_akdagmadeni,80.2,57.5,7.9,23,0.3,1.4
2011,mersin,akdeniz,mersin_akdeniz,2011_mersin_akdeniz,86.2,30.2,30,12.7,24.1,0.4
2012,mersin,akdeniz,mersin_akdeniz,2012_mersin_akdeniz,86.2,30.2,30,12.7,24.1,0.4
2013,mersin,akdeniz,mersin_akdeniz,2013_mersin_akdeniz,86.2,30.2,30,12.7,24.1,0.4
2014,mersin,akdeniz,mersin_akdeniz,2014_mersin_akdeniz,86.2,30.2,30,12.7,24.1,0.4
2015,mersin,akdeniz,mersin_akdeniz,2015_mersin_akdeniz,87.8,21.9,26.1,12.9,37.0,0.8
2016,mersin,akdeniz,mersin_akdeniz,2016_mersin_akdeniz,88.1,27.3,27.8,10.5,32.7,0.3
2017,mersin,akdeniz,mersin_akdeniz,2017_mersin_akdeniz,88.1,27.3,27.8,10.5,32.7,0.3
2018,mersin,akdeniz,mersin_akdeniz,2018_mersin_akdeniz,88.5,25.3,24,7.3,35,0.5
2019,mersin,akdeniz,mersin_akdeniz,2019_mersin_akdeniz,88.5,25.3,24,7.3,35,0.5
2020,mersin,akdeniz,mersin_akdeniz,2020_mersin_akdeniz,88.5,25.3,24,7.3,35,0.5
2002,manisa,akhisar,manisa_akhisar,2002_manisa_akhisar,88.16,24.95,22.12,6.36,2.07,0.75
2003,manisa,akhisar,manisa_akhisar,2003_manisa_akhisar,88.16,24.95,22.12,6.36,2.07,0.75
2004,manisa,akhisar,manisa_akhisar,2004_manisa_akhisar,88.16,24.95,22.12,6.36,2.07,0.75
2005,manisa,akhisar,manisa_akhisar,2005_manisa_akhisar,88.16,24.95,22.12,6.36,2.07,0.75
2006,manisa,akhisar,manisa_akhisar,2006_manisa_akhisar,88.16,24.95,22.12,6.36,2.07,0.75
2007,manisa,akhisar,manisa_akhisar,2007_manisa_akhisar,91,34.25,24.36,18.46,0,1.66
2008,manisa,akhisar,manisa_akhisar,2008_manisa_akhisar,91,34.25,24.36,18.46,0,1.66
2009,manisa,akhisar,manisa_akhisar,2009_manisa_akhisar,91,34.25,24.36,18.46,0,1.66
2010,manisa,akhisar,manisa_akhisar,2010_manisa_akhisar,91,34.25,24.36,18.46,0,1.66
2011,manisa,akhisar,manisa_akhisar,2011_manisa_akhisar,91,42.3,37.1,15.1,0,0.6
2012,manisa,akhisar,manisa_akhisar,2012_manisa_akhisar,91,42.3,37.1,15.1,0,0.6
2013,manisa,akhisar,manisa_akhisar,2013_manisa_akhisar,91,42.3,37.1,15.1,0,0.6
2014,manisa,akhisar,manisa_akhisar,2014_manisa_akhisar,91,42.3,37.1,15.1,0,0.6
2015,manisa,akhisar,manisa_akhisar,2015_manisa_akhisar,89.8,35.5,36.3,21.3,3.2,1.6
2016,manisa,akhisar,manisa_akhisar,2016_manisa_akhisar,89.6,41.1,36.9,16.4,2.4,0.6
2017,manisa,akhisar,manisa_akhisar,2017_manisa_akhisar,89.6,41.1,36.9,16.4,2.4,0.6
2018,manisa,akhisar,manisa_akhisar,2018_manisa_akhisar,91.8,37.6,35.6,9.3,3.8,1
2019,manisa,akhisar,manisa_akhisar,2019_manisa_akhisar,91.8,37.6,35.6,9.3,3.8,1
2020,manisa,akhisar,manisa_akhisar,2020_manisa_akhisar,91.8,37.6,35.6,9.3,3.8,1
2002,sivas,akincilar,sivas_akincilar,2002_sivas_akincilar,74.81,53.15,12.81,10.42,1.32,1.64
2003,sivas,akincilar,sivas_akincilar,2003_sivas_akincilar,74.81,53.15,12.81,10.42,1.32,1.64
2004,sivas,akincilar,sivas_akincilar,2004_sivas_akincilar,74.81,53.15,12.81,10.42,1.32,1.64
2005,sivas,akincilar,sivas_akincilar,2005_sivas_akincilar,74.81,53.15,12.81,10.42,1.32,1.64
2006,sivas,akincilar,sivas_akincilar,2006_sivas_akincilar,74.81,53.15,12.81,10.42,1.32,1.64
2007,sivas,akincilar,sivas_akincilar,2007_sivas_akincilar,87.71,63.73,13.76,5.92,0,1.74
2008,sivas,akincilar,sivas_akincilar,2008_sivas_akincilar,87.71,63.73,13.76,5.92,0,1.74
2009,sivas,akincilar,sivas_akincilar,2009_sivas_akincilar,87.71,63.73,13.76,5.92,0,1.74
2010,sivas,akincilar,sivas_akincilar,2010_sivas_akincilar,87.71,63.73,13.76,5.92,0,1.74
2011,sivas,akincilar,sivas_akincilar,2011_sivas_akincilar,85,68.3,15.1,8.7,0,0.8
2012,sivas,akincilar,sivas_akincilar,2012_sivas_akincilar,85,68.3,15.1,8.7,0,0.8
2013,sivas,akincilar,sivas_akincilar,2013_sivas_akincilar,85,68.3,15.1,8.7,0,0.8
2014,sivas,akincilar,sivas_akincilar,2014_sivas_akincilar,85,68.3,15.1,8.7,0,0.8
2015,sivas,akincilar,sivas_akincilar,2015_sivas_akincilar,81.3,65.5,16.4,12.0,0.8,2.8
2016,sivas,akincilar,sivas_akincilar,2016_sivas_akincilar,80.7,72.7,15.4,8.6,0.5,0.7
2017,sivas,akincilar,sivas_akincilar,2017_sivas_akincilar,80.7,72.7,15.4,8.6,0.5,0.7
2018,sivas,akincilar,sivas_akincilar,2018_sivas_akincilar,88,67.5,14.9,8.2,0.8,1.1
2019,sivas,akincilar,sivas_akincilar,2019_sivas_akincilar,88,67.5,14.9,8.2,0.8,1.1
2020,sivas,akincilar,sivas_akincilar,2020_sivas_akincilar,88,67.5,14.9,8.2,0.8,1.1
2002,kayseri,akkisla,kayseri_akkisla,2002_kayseri_akkisla,77.42,39.2,16.54,14,1.65,0.94
2003,kayseri,akkisla,kayseri_akkisla,2003_kayseri_akkisla,77.42,39.2,16.54,14,1.65,0.94
2004,kayseri,akkisla,kayseri_akkisla,2004_kayseri_akkisla,77.42,39.2,16.54,14,1.65,0.94
2005,kayseri,akkisla,kayseri_akkisla,2005_kayseri_akkisla,77.42,39.2,16.54,14,1.65,0.94
2006,kayseri,akkisla,kayseri_akkisla,2006_kayseri_akkisla,77.42,39.2,16.54,14,1.65,0.94
2007,kayseri,akkisla,kayseri_akkisla,2007_kayseri_akkisla,84.84,51.18,16.09,18.97,0,0.98
2008,kayseri,akkisla,kayseri_akkisla,2008_kayseri_akkisla,84.84,51.18,16.09,18.97,0,0.98
2009,kayseri,akkisla,kayseri_akkisla,2009_kayseri_akkisla,84.84,51.18,16.09,18.97,0,0.98
2010,kayseri,akkisla,kayseri_akkisla,2010_kayseri_akkisla,84.84,51.18,16.09,18.97,0,0.98
2011,kayseri,akkisla,kayseri_akkisla,2011_kayseri_akkisla,84.4,52.3,22,19.7,0,0.7
2012,kayseri,akkisla,kayseri_akkisla,2012_kayseri_akkisla,84.4,52.3,22,19.7,0,0.7
2013,kayseri,akkisla,kayseri_akkisla,2013_kayseri_akkisla,84.4,52.3,22,19.7,0,0.7
2014,kayseri,akkisla,kayseri_akkisla,2014_kayseri_akkisla,84.4,52.3,22,19.7,0,0.7
2015,kayseri,akkisla,kayseri_akkisla,2015_kayseri_akkisla,82.1,39.4,22.5,33.4,0.9,1.7
2016,kayseri,akkisla,kayseri_akkisla,2016_kayseri_akkisla,84.7,50.6,21.6,23.4,0.4,0.4
2017,kayseri,akkisla,kayseri_akkisla,2017_kayseri_akkisla,84.7,50.6,21.6,23.4,0.4,0.4
2018,kayseri,akkisla,kayseri_akkisla,2018_kayseri_akkisla,85.7,41.8,20.4,15.3,0.9,1
2019,kayseri,akkisla,kayseri_akkisla,2019_kayseri_akkisla,85.7,41.8,20.4,15.3,0.9,1
2020,kayseri,akkisla,kayseri_akkisla,2020_kayseri_akkisla,85.7,41.8,20.4,15.3,0.9,1
2002,denizli,akkoy,denizli_akkoy,2002_denizli_akkoy,84.9,17.56,19.3,11.43,1.43,0.59
2003,denizli,akkoy,denizli_akkoy,2003_denizli_akkoy,84.9,17.56,19.3,11.43,1.43,0.59
2004,denizli,akkoy,denizli_akkoy,2004_denizli_akkoy,84.9,17.56,19.3,11.43,1.43,0.59
2005,denizli,akkoy,denizli_akkoy,2005_denizli_akkoy,84.9,17.56,19.3,11.43,1.43,0.59
2006,denizli,akkoy,denizli_akkoy,2006_denizli_akkoy,84.9,17.56,19.3,11.43,1.43,0.59
2007,denizli,akkoy,denizli_akkoy,2007_denizli_akkoy,85.43,44.14,19.96,19.34,0,0.79
2008,denizli,akkoy,denizli_akkoy,2008_denizli_akkoy,85.43,44.14,19.96,19.34,0,0.79
2009,denizli,akkoy,denizli_akkoy,2009_denizli_akkoy,85.43,44.14,19.96,19.34,0,0.79
2010,denizli,akkoy,denizli_akkoy,2010_denizli_akkoy,85.43,44.14,19.96,19.34,0,0.79
2011,denizli,akkoy,denizli_akkoy,2011_denizli_akkoy,91.6,49,32.7,14.5,0,0.2
2012,denizli,akkoy,denizli_akkoy,2012_denizli_akkoy,91.6,49,32.7,14.5,0,0.2
2013,denizli,akkoy,denizli_akkoy,2013_denizli_akkoy,91.6,49,32.7,14.5,0,0.2
2014,denizli,akkoy,denizli_akkoy,2014_denizli_akkoy,91.6,49,32.7,14.5,0,0.2
2002,ordu,akkus,ordu_akkus,2002_ordu_akkus,68.51,32.19,15.56,7.69,2.35,0.96
2003,ordu,akkus,ordu_akkus,2003_ordu_akkus,68.51,32.19,15.56,7.69,2.35,0.96
2004,ordu,akkus,ordu_akkus,2004_ordu_akkus,68.51,32.19,15.56,7.69,2.35,0.96
2005,ordu,akkus,ordu_akkus,2005_ordu_akkus,68.51,32.19,15.56,7.69,2.35,0.96
2006,ordu,akkus,ordu_akkus,2006_ordu_akkus,68.51,32.19,15.56,7.69,2.35,0.96
2007,ordu,akkus,ordu_akkus,2007_ordu_akkus,77.14,64.53,11.12,8,0,0.89
2008,ordu,akkus,ordu_akkus,2008_ordu_akkus,77.14,64.53,11.12,8,0,0.89
2009,ordu,akkus,ordu_akkus,2009_ordu_akkus,77.14,64.53,11.12,8,0,0.89
2010,ordu,akkus,ordu_akkus,2010_ordu_akkus,77.14,64.53,11.12,8,0,0.89
